,name,position,start_games,sub_games,mins,goals,assists,shot_per_game,offsides_per_game,total_shots,team,year_start,year_end,league,fouls_per_game,total_fouls,yellow_cards,red_cards,clean_sheets,points,xG,xA,mapped_position,number_of_positions,rating,rating_mls_formula
2118,Coke," D(CLR),M(R)",21,1,1818,2,3,0.9,0.3,19.8,Sevilla,2014,2015,la liga,1.5,33,6,0,12,76,1.660991784,3.359443594,Defender Midfielder,4,7.04,5.141546008
2119,Carlos Bacca, FW,31,6,2568,20,6,1.9,0.9,70.3,Sevilla,2014,2015,la liga,1.1,40.7,4,0,12,76,19.27924366,4.728216257,Forward,1,7.01,5.05998981
2120,Diogo Figueiras," D(LR),M(R)",19,5,1840,1,2,0.8,0.1,19.2,Sevilla,2014,2015,la liga,1.4,33.6,7,0,12,76,0.935142234,1.722646201,Defender Midfielder,3,6.46,4.920715622
2121,Benoît Trémoulinas," D(L),M(L)",18,2,1640,0,4,0.4,0.4,8,Sevilla,2014,2015,la liga,1.1,22,5,0,12,76,0.31374146,2.640677627,Defender Midfielder,2,6.94,4.465806071
2122,Alejandro Arribas, D(C),10,1,866,0,1,0.4,0.1,4.4,Sevilla,2014,2015,la liga,1,11,4,0,12,76,1.466549389,0.592419028,Defender,1,6.85,4.199740028
2123,Gerard Deulofeu," AM(CLR),FW",10,7,783,1,5,0.9,0.3,15.3,Sevilla,2014,2015,la liga,0.2,3.4,0,0,12,76,2.387968846,2.121355807,Midfielder Forward,4,6.71,3.96870807
2124,Daniel Carriço," D(C),DMC",28,0,2517,1,0,0.5,0.1,14,Sevilla,2014,2015,la liga,1.2,33.6,8,1,12,76,0.667721732,0.325074438,Defender Defensive Midfielder,2,6.91,3.953765334
2125,Vitolo," M(CLR),FW",25,3,2091,6,3,1.1,0.4,30.8,Sevilla,2014,2015,la liga,1.8,50.4,6,0,12,76,5.207566906,2.626699964,Midfielder Forward,4,6.91,3.950513805
2126,Iago Aspas," AM(CR),FW",4,12,445,2,1,0.9,0.1,14.4,Sevilla,2014,2015,la liga,0.5,8,2,0,12,76,2.635784039,2.964409634,Midfielder Forward,3,6.55,3.833383276
2127,Vicente Iborra, M(C),24,2,2026,7,1,1.5,0.4,39,Sevilla,2014,2015,la liga,1.6,41.6,7,0,12,76,6.881369684,1.764217503,Midfielder,1,7.32,3.652786119
2128,Kevin Gameiro, FW,7,19,934,8,2,1.2,0.6,31.2,Sevilla,2014,2015,la liga,0.3,7.8,0,0,12,76,9.376235954,2.843058448,Forward,1,6.55,3.5840203
2129,Juan Muñoz, Forward,0,1,34,0,0,0,0,0,Sevilla,2014,2015,la liga,0,0,0,0,12,76,0,0,Forward,1,5.99,3.456862745
2130,Sergio Rico, GK,19,2,1810,0,0,0,0,0,Sevilla,2014,2015,la liga,0,0,2,0,12,76,0,0,Goalkeeper,1,6.86,3.451653074
2131,Éver Banega, M(C),23,11,2199,3,3,1,0.1,34,Sevilla,2014,2015,la liga,1.1,37.4,11,0,12,76,1.930124812,5.156250544,Midfielder,1,7,3.386308613
2132,Mariano Barbosa, GK,1,1,162,0,0,0,0,0,Sevilla,2014,2015,la liga,0,0,0,0,12,76,0,0,Goalkeeper,1,6.37,3.313580247
2133,Denis Suárez, M(CLR),16,15,1611,2,4,1,0,31,Sevilla,2014,2015,la liga,0.8,24.8,2,0,12,76,3.653519064,3.665084707,Midfielder,3,6.6,3.223731303
2134,Beto, GK,18,0,1449,0,0,0,0,0,Sevilla,2014,2015,la liga,0.1,1.8,4,0,12,76,0,0,Goalkeeper,1,6.45,3.040824017
2135,Fernando Navarro, D(CL),15,4,1375,0,0,0.5,0.1,9.5,Sevilla,2014,2015,la liga,1.4,26.6,3,0,12,76,0.262340742,1.406103997,Defender,2,6.96,2.462179692
2136,Stéphane Mbia," D(C),M(C)",17,6,1462,4,0,1,0,23,Sevilla,2014,2015,la liga,2,46,9,0,12,76,3.10528293,0.252849918,Defender Midfielder,2,6.83,2.299050817
2137,Grzegorz Krychowiak," D(C),M(C)",31,1,2717,2,1,1.1,0.1,35.2,Sevilla,2014,2015,la liga,2.5,80,13,1,12,76,2.090004061,1.051431682,Defender Midfielder,2,7.33,0.471433953
2138,Daniel Carriço," D(C),DMC",11,3,1050,1,1,0.5,0,7,Sevilla,2015,2016,la liga,1,14,4,0,11,52,1.435285063,0.076487031,Defender Defensive Midfielder,2,6.78,17.07020269
2139,Diego González, D(CL),1,1,107,1,0,1,0,2,Sevilla,2015,2016,la liga,0.5,1,0,0,11,52,0.113853335,0,Defender,2,6.73,13.41900335
2140,Benoît Trémoulinas," D(L),M(L)",24,0,2159,0,3,0.5,0.3,12,Sevilla,2015,2016,la liga,0.5,12,3,0,11,52,0.686749972,2.468225149,Defender Midfielder,2,6.69,5.204857595
2141,Sergio Escudero," D(L),M(L)",13,2,1173,1,1,0.8,0,12,Sevilla,2015,2016,la liga,1.6,24,2,0,11,52,0.741707342,1.667685186,Defender Midfielder,2,6.91,4.871738957
2142,Kevin Gameiro, FW,22,9,2084,16,4,2.3,0.8,71.3,Sevilla,2015,2016,la liga,0.3,9.3,2,0,11,52,18.92152794,5.846106218,Forward,1,6.86,4.838556842
2143,Adil Rami, D(C),28,0,2428,0,1,0.4,0.1,11.2,Sevilla,2015,2016,la liga,1,28,7,1,11,52,1.674692174,0.407625539,Defender,1,6.61,4.07714216
2144,Sergio Rico, GK,34,0,3060,0,0,0,0,0,Sevilla,2015,2016,la liga,0,0,2,0,11,52,0,0,Goalkeeper,1,6.8,4.049673203
2145,Juan Muñoz, Forward,3,5,301,1,0,0.8,0.1,6.4,Sevilla,2015,2016,la liga,0.6,4.8,0,0,11,52,0.91026105,0,Forward,1,6.14,3.71500927
2146,David Carmona, Defender,1,0,90,0,0,1,0,1,Sevilla,2015,2016,la liga,1,1,0,0,11,52,0.011457363,0,Defender,1,6.22,3.688888889
2147,Carlos Fernández," AM(C),FW",0,1,27,0,0,0,0,0,Sevilla,2015,2016,la liga,0,0,0,0,11,52,0,0.032834336,Midfielder Forward,2,5.99,3.492592593
2148,Mariano," D(R),M(R)",18,5,1685,0,3,0.4,0.3,9.2,Sevilla,2015,2016,la liga,1,23,6,0,11,52,0.709319594,3.465252688,Defender Midfielder,2,6.95,3.448584389
2149,Fernando Llorente, FW,14,9,1162,4,3,1.3,0.2,29.9,Sevilla,2015,2016,la liga,1.6,36.8,4,0,11,52,5.583082221,2.231638134,Forward,1,6.59,3.429679774
2150,Beto, GK,4,0,360,0,0,0,0,0,Sevilla,2015,2016,la liga,0,0,1,0,11,52,0,0,Goalkeeper,1,6.58,3.275
2151,Éver Banega, M(C),20,5,1726,5,2,1.6,0.2,40,Sevilla,2015,2016,la liga,1,25,6,1,11,52,3.99670621,5.71348452,Midfielder,1,7.21,3.205505174
2152,Michael Krohn-Dehli, M(CLR),16,11,1658,1,3,0.9,0.2,24.3,Sevilla,2015,2016,la liga,1,27,3,0,11,52,2.642299324,3.882020976,Midfielder,3,6.7,3.204680509
2153,Sebastián Cristóforo, M(C),17,4,1452,0,1,0.1,0,2.1,Sevilla,2015,2016,la liga,2.1,44.1,5,0,11,52,0.108940525,0.149582418,Midfielder,1,6.55,3.154494965
2154,Yevhen Konoplyanka," AM(CL),FW",15,17,1613,4,4,1.6,0,51.2,Sevilla,2015,2016,la liga,0.7,22.4,4,0,11,52,3.869819631,6.729269361,Midfielder Forward,3,6.89,3.118243571
2155,Diogo Figueiras," D(LR),M(R)",4,0,279,0,0,0.5,0.5,2,Sevilla,2015,2016,la liga,0.8,3.2,2,0,11,52,0.050630137,0.104601337,Defender Midfielder,3,6.32,3.009688172
2156,Coke," D(CLR),M(R)",21,1,1741,1,1,1.4,0.4,30.8,Sevilla,2015,2016,la liga,1.5,33,3,1,11,52,2.658976744,1.48038521,Defender Midfielder,4,6.7,2.853771511
2157,Marco Andreolli, D(C),7,0,555,0,0,0.4,0,2.8,Sevilla,2015,2016,la liga,0.6,4.2,2,0,11,52,0.239684328,0.086984336,Defender,1,6.59,2.82379408
2158,Gaël Kakuta," M(CLR),FW",1,1,47,0,0,0,0,0,Sevilla,2015,2016,la liga,1,2,1,0,11,52,0,0,Midfielder Forward,4,6.3,2.459929078
2159,Ciro Immobile, FW,4,4,332,2,0,1.8,1.1,14.4,Sevilla,2015,2016,la liga,1.1,8.8,2,0,11,52,3.154083982,0.022680145,Forward,1,6.37,2.339628639
2160,Vicente Iborra, M(C),21,8,1741,7,2,1.1,0.3,31.9,Sevilla,2015,2016,la liga,1.4,40.6,8,1,11,52,6.878029838,3.628186688,Midfielder,1,6.72,2.287304229
2161,Timothée Kolodziejczak," D(CL),M(L)",26,3,2384,0,0,0.3,0.1,8.7,Sevilla,2015,2016,la liga,0.9,26.1,6,1,11,52,0.503178934,0.08642772,Defender Midfielder,3,6.59,2.113252256
2162,Vitolo," M(CLR),FW",23,5,2053,2,4,0.9,0.3,25.2,Sevilla,2015,2016,la liga,1.8,50.4,4,1,11,52,3.499881744,4.377777883,Midfielder Forward,4,6.84,1.978841727
2163,Grzegorz Krychowiak," D(C),M(C)",25,1,2271,0,0,0.8,0.1,20.8,Sevilla,2015,2016,la liga,1.8,46.8,6,0,11,52,1.58679346,0.210301088,Defender Midfielder,2,7.23,1.896165498
2164,Federico Fazio, D(C),4,0,295,0,0,0.3,0.3,1.2,Sevilla,2015,2016,la liga,1.3,5.2,0,1,11,52,0.018836057,0.068700418,Defender,1,6.32,1.736359699
2165,Hiroshi Kiyotake, AM(CLR),3,1,286,1,2,0.5,0,2,Sevilla,2016,2017,la liga,0.8,3.2,0,0,11,72,0.616898835,1.121757776,Midfielder,3,6.75,6.33731919
2166,Gabriel Mercado, D(CR),26,3,2188,3,1,0.4,0.1,11.6,Sevilla,2016,2017,la liga,1.8,52.2,10,0,11,72,2.17098126,0.687531799,Defender,2,6.67,5.675954263
2167,Pablo Sarabia," D(L),M(CLR),FW",22,12,2134,8,8,1.3,0.3,44.2,Sevilla,2016,2017,la liga,1.4,47.6,10,0,11,72,4.876182949,4.99584233,Defender Midfielder Forward,5,6.93,5.654136145
2168,Wissam Ben Yedder," AM(C),FW",20,11,1667,11,4,1.4,1,43.4,Sevilla,2016,2017,la liga,0.4,12.4,0,0,11,72,7.922187898,2.787514051,Midfielder Forward,2,6.73,5.38461483
2169,Carlos Fernández," AM(C),FW",1,2,88,1,0,1,0.3,3,Sevilla,2016,2017,la liga,0.3,0.9,0,0,11,72,1.629173383,0,Midfielder Forward,2,6.35,5.018691984
2170,Luciano Vietto," AM(CLR),FW",14,7,1313,6,3,1.5,0.4,31.5,Sevilla,2016,2017,la liga,0.9,18.9,3,0,11,72,5.30137122,3.066623032,Midfielder Forward,4,6.68,4.839861447
2171,Sergio Rico, GK,35,0,3150,0,0,0,0,0,Sevilla,2016,2017,la liga,0,0,0,0,11,72,0,0,Goalkeeper,1,6.82,4.28952381
2172,Vicente Iborra, M(C),12,19,1473,7,2,1,0.1,31,Sevilla,2016,2017,la liga,1.3,40.3,9,0,11,72,6.256882542,1.974415161,Midfielder,1,6.8,4.262078242
2173,Diego González, D(CL),0,3,31,0,0,0,0,0,Sevilla,2016,2017,la liga,0,0,0,0,11,72,0,0,Defender,2,6.23,4.037992832
2174,Sergio Escudero," D(L),M(L)",25,1,2282,0,3,1.2,0.1,31.2,Sevilla,2016,2017,la liga,1.1,28.6,7,0,11,72,1.540277685,2.932010703,Defender Midfielder,2,7.21,4.015391926
2175,Samir Nasri, M(CLR),22,1,1845,2,3,1.1,0.2,25.3,Sevilla,2016,2017,la liga,1.2,27.6,7,0,11,72,3.599576686,3.965714846,Midfielder,3,6.92,3.97754333
2176,David Soria, GK,1,0,90,0,0,0,0,0,Sevilla,2016,2017,la liga,0,0,0,0,11,72,0,0,Goalkeeper,1,7.01,3.933333333
2177,Michael Krohn-Dehli, M(CLR),2,0,172,0,0,1.5,0,3,Sevilla,2016,2017,la liga,0.5,1,0,0,11,72,0.182589155,0.050440833,Midfielder,3,6.61,3.895930233
2178,Stevan Jovetic," AM(CL),FW",12,9,1206,6,4,2.8,0.8,58.8,Sevilla,2016,2017,la liga,0.9,18.9,4,0,11,72,6.76080228,2.949520638,Midfielder Forward,3,6.84,3.866884629
2179,Ganso, AM(C),5,5,485,2,1,1.1,0,11,Sevilla,2016,2017,la liga,0.5,5,0,0,11,72,1.353936872,0.931538188,Midfielder,1,6.72,3.691567925
2180,Mariano," D(R),M(R)",29,2,2643,0,2,0.3,0,9.3,Sevilla,2016,2017,la liga,0.9,27.9,9,0,11,72,0.389054597,2.938823707,Defender Midfielder,2,6.9,3.661301672
2181,Joaquín Correa," AM(CL),FW",15,11,1312,4,0,1.3,0.2,33.8,Sevilla,2016,2017,la liga,1.1,28.6,6,0,11,72,2.796009831,0.997349322,Midfielder Forward,3,6.65,3.57926159
2182,Vitolo," M(CLR),FW",25,5,2336,6,6,1.1,0.7,33,Sevilla,2016,2017,la liga,1.4,42,5,1,11,72,5.784541331,3.925212454,Midfielder Forward,4,7.08,3.459995508
2183,Timothée Kolodziejczak," D(CL),M(L)",3,2,329,0,0,0.6,0.2,3,Sevilla,2016,2017,la liga,0.6,3,1,0,11,72,0.04411518,0.134240523,Defender Midfielder,3,6.74,3.00591692
2184,Franco Vázquez," AM(CLR),FW",26,4,2092,7,3,1.8,0.4,54,Sevilla,2016,2017,la liga,2,60,8,0,11,72,5.290712116,4.643702813,Midfielder Forward,4,7.03,2.883329655
2185,Daniel Carriço," D(C),DMC",6,0,454,0,0,0,0,0,Sevilla,2016,2017,la liga,2.5,15,2,0,11,72,0,0.021455815,Defender Defensive Midfielder,2,6.34,2.462016642
2186,Walter Montoya, AM(CR),1,3,111,0,0,0.5,0,2,Sevilla,2016,2017,la liga,0.8,3.2,0,0,11,72,0.057230465,0.021151416,Midfielder,2,6.25,2.226477477
2187,Adil Rami, D(C),21,0,1785,0,0,0.5,0,10.5,Sevilla,2016,2017,la liga,1.1,23.1,3,1,11,72,0.774766642,0.104574822,Defender,1,6.78,1.812644258
2188,Matías Kranevitter, DMC,14,7,1283,0,0,0.1,0,2.1,Sevilla,2016,2017,la liga,1,21,6,0,11,72,0.066264264,0.116243318,Defensive Midfielder,1,6.52,1.635260859
2189,Lionel Carole," D(CL),M(L)",6,0,540,0,1,0.5,0,3,Sevilla,2017,2018,la liga,0.7,4.2,0,0,13,58,0.356521119,0.085869077,Defender Midfielder,3,6.79,15.4895618
2190,José Lara, Midfielder,0,1,9,0,0,0,0,0,Sevilla,2017,2018,la liga,0,0,0,0,13,58,0,0,Midfielder,1,6.16,7.244444444
2191,Carlos Fernández," AM(C),FW",2,0,139,1,0,2.5,0,5,Sevilla,2017,2018,la liga,2,4,0,0,13,58,0.321815245,0.127407264,Midfielder Forward,2,6.77,5.459561795
2192,Simon Kjaer, D(C),18,2,1572,2,0,0.5,0,10,Sevilla,2017,2018,la liga,0.9,18,3,0,13,58,1.250193715,0.088046772,Defender,1,6.82,4.977182109
2193,Miguel Layún," D(LR),M(CLR)",11,5,1181,2,0,1.4,0,22.4,Sevilla,2017,2018,la liga,0.8,12.8,4,0,13,58,1.107763695,1.191262212,Defender Midfielder,5,6.73,4.971934037
2194,Johannes Geis," D(C),DMC",7,7,670,0,1,0.4,0,5.6,Sevilla,2017,2018,la liga,0.6,8.4,0,0,13,58,0.171268314,0.412075968,Defender Defensive Midfielder,2,6.47,4.919427838
2195,Sergio Escudero," D(L),M(L)",26,1,2332,0,2,0.7,0,18.9,Sevilla,2017,2018,la liga,1.3,35.1,10,0,13,58,1.175430805,0.979244873,Defender Midfielder,2,7.06,4.399712302
2196,Jesús Navas," D(R),M(R)",20,6,1763,1,0,0.7,0.3,18.2,Sevilla,2017,2018,la liga,0.6,15.6,2,0,13,58,1.289765257,3.10867242,Defender Midfielder,2,6.62,4.270672833
2197,Ganso, AM(C),7,1,524,2,0,0.9,0,7.2,Sevilla,2017,2018,la liga,0.6,4.8,0,0,13,58,1.578404844,0.380552839,Midfielder,1,6.79,4.11134972
2198,Wissam Ben Yedder," AM(C),FW",18,7,1700,9,3,1.9,0.8,47.5,Sevilla,2017,2018,la liga,0.7,17.5,1,1,13,58,12.72927886,2.186676101,Midfielder Forward,2,6.67,4.061086224
2199,Sébastien Corchia," D(R),M(R)",9,3,824,0,1,0.4,0.3,4.8,Sevilla,2017,2018,la liga,1.7,20.4,4,0,13,58,0.324519703,0.534557568,Defender Midfielder,2,6.59,3.986743663
2200,Walter Montoya, AM(CR),1,0,77,0,0,1,1,1,Sevilla,2017,2018,la liga,2,2,0,0,13,58,0.043958325,0.326186389,Midfielder,2,6.55,3.845021645
2201,Nolito, AM(CL),17,13,1600,4,5,1.3,0.7,39,Sevilla,2017,2018,la liga,0.6,18,4,0,13,58,5.209624176,4.349003416,Midfielder,2,6.72,3.687685389
2202,Sergio Rico, GK,23,1,2155,0,0,0,0,0,Sevilla,2017,2018,la liga,0,0,2,0,13,58,0,0,Goalkeeper,1,6.5,3.68594032
2203,Luis Muriel," AM(CL),FW",17,12,1604,7,1,2,1.1,58,Sevilla,2017,2018,la liga,0.9,26.1,4,0,13,58,8.305119742,2.11742541,Midfielder Forward,3,6.57,3.439442564
2204,David Soria, GK,15,0,1265,0,0,0,0,0,Sevilla,2017,2018,la liga,0,0,1,0,13,58,0,0,Goalkeeper,1,6.87,3.362889767
2205,Daniel Carriço," D(C),DMC",5,1,459,0,0,0.3,0,1.8,Sevilla,2017,2018,la liga,0.8,4.8,1,0,13,58,0.08327071,0.062701551,Defender Defensive Midfielder,2,6.75,3.273163399
2206,Guilherme Arana," D(L),M(L)",2,1,192,0,0,0,0,0,Sevilla,2017,2018,la liga,0.7,2.1,0,0,13,58,0,0,Defender Midfielder,2,6.31,3.110041667
2207,Pablo Sarabia," D(L),M(CLR),FW",27,7,2400,6,5,1.7,0.6,57.8,Sevilla,2017,2018,la liga,1.4,47.6,7,1,13,58,7.197424443,6.32415881,Defender Midfielder Forward,5,6.73,2.989357881
2208,Franco Vázquez," AM(CLR),FW",22,8,1845,4,6,1.9,0.3,57,Sevilla,2017,2018,la liga,1.6,48,5,0,13,58,6.13500843,5.685257036,Midfielder Forward,4,6.74,2.966797987
2209,Borja Lasso, Midfielder,1,0,54,0,0,0,0,0,Sevilla,2017,2018,la liga,2,2,0,0,13,58,0,0.073620483,Midfielder,1,6.6,2.924074074
2210,Joaquín Correa," AM(CL),FW",15,6,1199,1,1,1.1,0.2,23.1,Sevilla,2017,2018,la liga,1.2,25.2,5,0,13,58,2.081548154,1.915141086,Midfielder Forward,3,6.72,2.820514635
2211,Gabriel Mercado, D(CR),25,1,2124,0,1,0.7,0.2,18.2,Sevilla,2017,2018,la liga,1.4,36.4,9,0,13,58,1.172288425,1.689259637,Defender,2,6.8,2.749651105
2212,Sandro Ramírez," AM(LR),FW",7,6,715,0,1,1.8,0.4,23.4,Sevilla,2017,2018,la liga,1.3,16.9,0,0,13,58,1.965191707,1.690968439,Midfielder Forward,3,6.45,2.561961362
2213,Éver Banega, M(C),25,6,2397,3,3,1.2,0.1,37.2,Sevilla,2017,2018,la liga,1.4,43.4,9,1,13,58,3.767287528,5.499969425,Midfielder,1,7.08,2.39535472
2214,Roque Mesa, DMC,4,3,342,0,0,0.1,0,0.7,Sevilla,2017,2018,la liga,1.4,9.8,2,0,13,58,0.027819268,0.583246434,Defensive Midfielder,1,6.45,1.604969089
2215,Guido Pizarro, DMC,19,5,1754,1,0,0.5,0,12,Sevilla,2017,2018,la liga,2,48,9,0,13,58,0.915140346,0.93319647,Defensive Midfielder,1,6.92,1.558270821
2216,Luis Muriel," AM(CL),FW",1,5,120,1,1,0.7,0.5,4.2,Sevilla,2018,2019,la liga,0.7,4.2,0,0,10,59,0.299012139,0.130610909,Midfielder Forward,3,6.26,7.235599803
2217,Daniel Carriço," D(C),DMC",24,0,2132,1,1,0.4,0,9.6,Sevilla,2018,2019,la liga,1.3,31.2,10,0,10,59,0.435851172,0.644697988,Defender Defensive Midfielder,2,6.88,6.677709565
2218,Gabriel Mercado, D(CR),19,4,1738,2,1,0.5,0.1,11.5,Sevilla,2018,2019,la liga,1.4,32.2,10,0,10,59,1.903234311,0.4403328,Defender,2,6.72,6.570545687
2219,Wissam Ben Yedder," AM(C),FW",31,4,2821,18,9,2.2,0.9,77,Sevilla,2018,2019,la liga,0.7,24.5,4,0,10,59,18.91788257,7.872443415,Midfielder Forward,2,7.23,5.826531431
2220,Pablo Sarabia," D(L),M(CLR),FW",30,3,2730,12,13,2.3,0.5,75.9,Sevilla,2018,2019,la liga,1.4,46.2,9,0,10,59,11.9959433,11.32150076,Defender Midfielder Forward,5,7.16,5.459383946
2221,Jesús Navas," D(R),M(R)",31,1,2714,1,5,1,0.3,32,Sevilla,2018,2019,la liga,0.4,12.8,8,0,10,59,1.417490001,6.143224035,Defender Midfielder,2,6.93,5.301468091
2222,Sergi Gómez, D(CR),31,1,2766,0,0,0.3,0.1,9.6,Sevilla,2018,2019,la liga,0.9,28.8,1,0,10,59,0.598313591,0.287466875,Defender,2,6.7,3.863673717
2223,André Silva, FW,25,2,2164,9,0,2.3,0.6,62.1,Sevilla,2018,2019,la liga,1.6,43.2,4,0,10,59,11.22770282,4.498761082,Forward,1,6.93,3.709787402
2224,Quincy Promes," M(CLR),FW",15,18,1571,2,3,0.9,0.3,29.7,Sevilla,2018,2019,la liga,0.7,23.1,2,0,10,59,3.651921069,4.780294752,Midfielder Forward,4,6.59,3.160867471
2225,Maximilian Wöber, D(CL),6,1,536,0,0,0.7,0,4.9,Sevilla,2018,2019,la liga,1.1,7.7,2,0,10,59,0.195797917,0.537372528,Defender,2,6.68,3.088039327
2226,Guilherme Arana," D(L),M(L)",8,1,633,0,0,0.7,0,6.3,Sevilla,2018,2019,la liga,0.6,5.4,3,0,10,59,0.600769773,0.033454519,Defender Midfielder,2,6.52,2.955540811
2227,Roque Mesa, DMC,20,11,1747,2,2,0.9,0.1,27.9,Sevilla,2018,2019,la liga,1.5,46.5,9,1,10,59,1.38883134,1.646963567,Defensive Midfielder,1,6.48,2.823726891
2228,Simon Kjaer, D(C),25,1,2016,0,0,0.5,0,13,Sevilla,2018,2019,la liga,0.8,20.8,5,0,10,59,0.873201099,0.456937931,Defender,1,6.87,2.691028083
2229,Sergio Escudero," D(L),M(L)",18,3,1553,0,1,1.3,0,27.3,Sevilla,2018,2019,la liga,1,21,6,1,10,59,1.330172951,1.315602604,Defender Midfielder,2,6.65,2.41434808
2230,Juan Soriano, GK,4,0,360,0,0,0,0,0,Sevilla,2018,2019,la liga,0,0,0,1,10,59,0,0,Goalkeeper,1,6.61,2.394444444
2231,Franco Vázquez," AM(CLR),FW",26,8,2290,3,4,1.3,0.1,44.2,Sevilla,2018,2019,la liga,1.5,51,8,1,10,59,4.320327654,4.719091894,Midfielder Forward,4,6.87,2.366801172
2232,Nolito, AM(CL),1,3,74,0,0,0.5,0.3,2,Sevilla,2018,2019,la liga,0.5,2,0,0,10,59,0.451915532,0,Midfielder,2,6.09,2.173873874
2233,Joris Gnagnon, D(C),4,3,445,0,0,0.4,0,2.8,Sevilla,2018,2019,la liga,1.1,7.7,2,0,10,59,0.116676256,0.091757216,Defender,1,6.71,2.133821652
2234,Ibrahim Amadou," D(C),DMC",7,10,758,0,0,0.5,0.1,8.5,Sevilla,2018,2019,la liga,0.7,11.9,2,0,10,59,0.348006312,0.06515174,Defender Defensive Midfielder,2,6.53,2.111541587
2235,Maxime Gonalons," D(C),M(C)",5,5,537,0,0,0.2,0,2,Sevilla,2018,2019,la liga,1.7,17,0,0,10,59,0.137623236,0.099743708,Defender Midfielder,2,6.6,2.091911856
2236,Aleix Vidal," D(R),M(LR)",5,6,526,0,0,0.7,0.1,7.7,Sevilla,2018,2019,la liga,0.9,9.9,3,0,10,59,0.500082858,0.976775267,Defender Midfielder,3,6.54,2.057282867
2237,Éver Banega, M(C),32,0,2681,3,4,1,0.1,32,Sevilla,2018,2019,la liga,1.8,57.6,15,2,10,59,2.813586216,3.950524708,Midfielder,1,7.08,0.823998407
2238,Marko Rog, M(C),4,6,355,0,0,0.2,0,2,Sevilla,2018,2019,la liga,1.4,14,5,0,10,59,0.038158155,0.157997996,Midfielder,1,6.48,0.768873239
2239,Fernando, DMC,30,4,2658,2,3,0.4,0.1,13.6,Sevilla,2019,2020,la liga,1.1,37.4,13,0,16,70,2.827532478,0.459068632,Defensive Midfielder,1,6.96,9.850842553
2240,Jules Koundé, D(CR),25,4,2307,1,1,0.8,0,23.2,Sevilla,2019,2020,la liga,0.7,20.3,6,0,16,70,1.944048762,0.368860794,Defender,2,6.87,6.580140614
2241,Sergio Escudero," D(L),M(L)",8,3,774,1,0,0.7,0,7.7,Sevilla,2019,2020,la liga,1,11,2,0,16,70,0.335901106,0.646194806,Defender Midfielder,2,6.95,6.294698175
2242,Jesús Navas," D(R),M(R)",37,1,3371,0,7,0.3,0.1,11.4,Sevilla,2019,2020,la liga,0.5,19,4,0,16,70,0.254563542,8.177121457,Defender Midfielder,2,6.88,5.0583956
2243,Munas Dabbur," AM(C),FW",0,2,24,0,0,1,0,2,Sevilla,2019,2020,la liga,0,0,0,0,16,70,0.112844925,0,Midfielder Forward,2,6.26,4.191666667
2244,Éver Banega, M(C),28,5,2483,3,7,1.2,0.1,39.6,Sevilla,2019,2020,la liga,0.9,29.7,10,0,16,70,3.088758484,5.700682325,Midfielder,1,7.1,4.140468433
2245,Diego Carlos, D(C),35,0,3135,2,0,0.6,0.1,21,Sevilla,2019,2020,la liga,1.3,45.5,7,0,16,70,2.022023127,0.555967398,Defender,1,6.9,4.137145888
2246,Lucas Ocampos," M(CLR),FW",31,2,2756,14,3,2.5,0.4,82.5,Sevilla,2019,2020,la liga,1.3,42.9,8,1,16,70,12.39509276,3.778462127,Midfielder Forward,4,7.21,4.12551623
2247,Óliver Torres, M(CLR),21,7,1609,3,3,0.6,0,16.8,Sevilla,2019,2020,la liga,1.1,30.8,5,0,16,70,1.601875829,2.634474367,Midfielder,3,6.69,4.084468445
2248,Luuk de Jong," AM(C),FW",24,11,2063,6,1,1.6,0.4,56,Sevilla,2019,2020,la liga,0.8,28,2,0,16,70,10.17459834,3.232088477,Midfielder Forward,2,6.86,3.987827233
2249,Sergio Reguilón," D(L),M(L)",29,2,2509,2,4,0.9,0.1,27.9,Sevilla,2019,2020,la liga,1.8,55.8,8,0,16,70,2.459978042,4.095350135,Defender Midfielder,2,7.1,3.944661009
2250,Suso," AM(CLR),FW",8,9,785,1,1,0.8,0.2,13.6,Sevilla,2019,2020,la liga,0.3,5.1,0,0,16,70,0.952238318,1.813548237,Midfielder Forward,4,6.63,3.717650399
2251,Daniel Carriço," D(C),DMC",10,1,849,0,0,0.5,0,5.5,Sevilla,2019,2020,la liga,0.7,7.7,3,0,16,70,1.099836476,0.048765801,Defender Defensive Midfielder,2,6.43,3.181806974
2252,Franco Vázquez," AM(CLR),FW",11,20,1088,3,0,0.5,0.2,15.5,Sevilla,2019,2020,la liga,1,31,5,0,16,70,1.784413721,0.417958891,Midfielder Forward,4,6.46,3.180253874
2253,Chicharito, FW,4,5,446,1,0,1.4,1.1,12.6,Sevilla,2019,2020,la liga,0.8,7.2,0,0,16,70,3.143813915,0.119998924,Forward,1,6.35,2.412504821
2254,Sergi Gómez, D(CR),8,5,714,0,0,0.2,0,2.6,Sevilla,2019,2020,la liga,0.5,6.5,4,0,16,70,0.176571045,0.019981178,Defender,2,6.42,2.381516196
2255,Rony Lopes," AM(CLR),FW",2,3,134,0,0,0.4,0,2,Sevilla,2019,2020,la liga,0,0,0,0,16,70,0.160790008,0,Midfielder Forward,4,6.16,2.150298507
