,player_number,name,position,start_games,sub_games,mins,goals,assists,shot_per_game,offsides_per_game,total_shots,team,year_start,year_end,league,fouls_per_game,total_fouls,yellow_cards,red_cards,clean_sheets,points,xG,xA,mapped_position,number_of_positions,rating,rating_mls_formula
1974,19177,Mario Suárez," D(C),M(C)",11,9,1128,1,0,0.7,0.2,14.0,Atletico Madrid,2014,2015,la liga,1.0,20.0,9,0,18,78,1.539217408746481,0.3447612756863236,Defender Midfielder,2,6.72,2.7616294676229955
1975,11386,Raúl García," M(CLR),FW",17,14,1690,5,3,1.7,0.3,52.699999999999996,Atletico Madrid,2014,2015,la liga,1.5,46.5,8,0,18,78,5.876009853556752,3.462940279394388,Midfielder Forward,4,6.96,2.618189863494451
1976,19361,Cristian Rodríguez, AM(CL),0,6,63,0,0,0.2,0.0,1.2000000000000002,Atletico Madrid,2014,2015,la liga,0.5,3.0,0,0,18,78,0.0656355246901512,0.0224246513098478,Midfielder,2,6.16,2.491666666666667
1977,20665,Guilherme Siqueira, D(L),24,1,2083,1,1,0.4,0.1,10.0,Atletico Madrid,2014,2015,la liga,1.4,35.0,5,2,18,78,1.497177381999791,1.2684873510152102,Defender,1,6.78,2.3211047339022812
1978,108186,Raúl Jiménez, FW,4,17,574,1,2,0.8,0.2,16.8,Atletico Madrid,2014,2015,la liga,0.6,12.6,0,0,18,78,2.7381971646100283,2.103092834353447,Forward,1,6.39,2.245048244497306
1979,12473,Alessio Cerci," M(R),FW",0,6,114,0,0,1.0,0.5,6.0,Atletico Madrid,2014,2015,la liga,0.5,3.0,0,1,18,78,0.4362031240016222,0.0,Midfielder Forward,2,6.04,1.0206140350877193
1980,10053,Gabi, M(C),32,2,2612,0,5,0.5,0.0,17.0,Atletico Madrid,2014,2015,la liga,1.8,61.2,13,1,18,78,0.4429330821149051,2.684829406440258,Midfielder,1,7.17,0.19721522895720955
1981,80241,Antoine Griezmann," AM(CLR),FW",36,2,3058,22,5,2.4,0.4,91.2,Atletico Madrid,2015,2016,la liga,0.8,30.400000000000002,5,0,22,88,16.04352725017816,6.480978865176439,Midfielder Forward,4,7.5,6.763272481567157
1982,112161,Saúl Ñíguez," D(CL),M(CLR)",26,5,2329,4,2,1.5,0.2,46.5,Atletico Madrid,2015,2016,la liga,1.5,46.5,1,0,22,88,2.374890947714448,1.5784191507846117,Defender Midfielder,5,7.37,6.263971007206271
1983,238940,Thomas Partey," D(R),M(CR)",3,10,433,2,1,0.7,0.1,9.1,Atletico Madrid,2015,2016,la liga,0.8,10.4,3,0,22,88,2.5152075942605734,0.7706761779263616,Defender Midfielder,3,6.74,6.062595735186312
1984,80764,Koke, M(CLR),34,1,2973,5,14,1.2,0.0,42.0,Atletico Madrid,2015,2016,la liga,1.0,35.0,4,0,22,88,4.689186203293502,8.97992542758584,Midfielder,3,7.49,5.018695112551206
1985,8128,Tiago, M(C),12,2,1053,1,2,0.5,0.0,7.0,Atletico Madrid,2015,2016,la liga,1.1,15.400000000000002,4,0,22,88,0.4339891113340854,0.6937099229544401,Midfielder,1,7.14,4.956569258025392
1986,127604,Ángel Correa," AM(CLR),FW",8,18,949,5,4,1.2,0.1,31.2,Atletico Madrid,2015,2016,la liga,0.8,20.8,7,0,22,88,3.58998217061162,2.634976197034121,Midfielder Forward,4,6.71,4.883785013444303
1987,10332,Juanfran, D(R),34,1,3030,1,1,0.2,0.2,7.0,Atletico Madrid,2015,2016,la liga,1.2,42.0,6,0,22,88,0.9322132337838412,2.37321556545794,Defender,1,7.06,4.543863574884307
1988,76662,Jan Oblak, GK,38,0,3420,0,0,0.0,0.0,0.0,Atletico Madrid,2015,2016,la liga,0.0,0.0,0,0,22,88,0.0,0.0103724598884582,Goalkeeper,1,6.83,4.392397660818713
1989,4056,Fernando Torres, FW,17,13,1692,11,4,1.9,0.5,57.0,Atletico Madrid,2015,2016,la liga,0.8,24.0,3,0,22,88,8.592066910117865,4.595362313091755,Forward,1,6.98,4.284206306350035
1990,303114,Nacho Monsalve, Defender,1,0,90,0,0,0.0,0.0,0.0,Atletico Madrid,2015,2016,la liga,0.0,0.0,0,0,22,88,0.0,0.0552807375788688,Defender,1,6.57,4.111111111111111
1991,139186,Lucas Hernández, D(CL),8,2,834,0,0,0.0,0.0,0.0,Atletico Madrid,2015,2016,la liga,0.8,8.0,0,0,22,88,0.0,0.1742530278861522,Defender,2,7.04,3.6178737010391684
1992,27494,Jackson Martínez, FW,8,7,657,2,3,1.7,0.3,25.5,Atletico Madrid,2015,2016,la liga,1.3,19.5,0,0,22,88,2.108015578240156,2.0648103076964617,Forward,1,6.63,3.403640197216418
1993,115472,Yannick Carrasco," M(CLR),FW",16,13,1502,4,1,1.9,0.2,55.099999999999994,Atletico Madrid,2015,2016,la liga,1.1,31.900000000000002,5,0,22,88,5.049719025380909,2.88900925219059,Midfielder Forward,4,6.94,3.2634903765340697
1994,26059,Diego Godín, D(C),31,0,2651,1,1,0.8,0.1,24.8,Atletico Madrid,2015,2016,la liga,1.2,37.199999999999996,5,1,22,88,2.515540529973805,1.3033091649413109,Defender,1,7.52,3.150596207009096
1995,125543,Luciano Vietto," AM(CLR),FW",12,7,966,1,3,1.3,0.7,24.7,Atletico Madrid,2015,2016,la liga,0.7,13.299999999999999,3,0,22,88,3.3160819858312607,2.744446912780404,Midfielder Forward,4,6.48,3.0455052250233954
1996,18538,Jesús Gámez, D(LR),7,3,727,0,0,0.2,0.0,2.0,Atletico Madrid,2015,2016,la liga,0.6,6.0,3,0,22,88,0.0742279924452304,0.1635138727724552,Defender,2,6.84,3.0173819348922515
1997,77564,Stefan Savic, D(C),10,2,925,0,0,0.2,0.0,2.4000000000000004,Atletico Madrid,2015,2016,la liga,0.5,6.0,1,0,22,88,0.5073205158114433,0.0,Defender,1,6.97,2.9469219219219225
1998,113708,Óliver Torres, M(CLR),9,12,815,0,2,0.4,0.0,8.4,Atletico Madrid,2015,2016,la liga,0.5,10.5,2,0,22,88,0.3142887046560645,1.705065798945725,Midfielder,3,6.47,2.4210689275798862
1999,130446,Matías Kranevitter, DMC,3,5,325,0,0,0.1,0.0,0.8,Atletico Madrid,2015,2016,la liga,1.1,8.8,1,0,22,88,0.0212018191814422,0.0,Defensive Midfielder,1,6.32,1.6282863247863246
2000,10053,Gabi, M(C),34,1,2883,1,3,0.5,0.0,17.5,Atletico Madrid,2015,2016,la liga,1.9,66.5,11,1,22,88,0.4730851482599973,2.419075358659029,Midfielder,1,7.22,1.41634322186834
2001,77564,Stefan Savic, D(C),30,2,2727,1,1,0.1,0.1,3.2,Atletico Madrid,2016,2017,la liga,0.7,22.4,5,1,19,78,0.268961988389492,0.1481529716402292,Defender,1,7.02,13.946871565425408
2002,12473,Alessio Cerci," M(R),FW",0,1,14,0,0,0.0,0.0,0.0,Atletico Madrid,2016,2017,la liga,0.0,0.0,0,0,19,78,0.0,0.0,Midfielder Forward,2,6.24,6.859523809523809
2003,80241,Antoine Griezmann," AM(CLR),FW",36,0,3067,16,8,2.4,0.8,86.39999999999999,Atletico Madrid,2016,2017,la liga,0.8,28.8,3,0,19,78,11.52330480888486,7.356404351070523,Midfielder Forward,4,7.37,6.170494983067629
2004,70735,Nicolás Gaitán," M(CLR),FW",11,12,1023,3,2,0.4,0.1,9.200000000000001,Atletico Madrid,2016,2017,la liga,0.9,20.7,1,0,19,78,1.8604314718395472,2.2424029670655727,Midfielder Forward,4,6.82,5.614973831786508
2005,80764,Koke, M(CLR),36,0,3171,4,8,0.8,0.1,28.8,Atletico Madrid,2016,2017,la liga,0.8,28.8,6,1,19,78,2.543719687499106,5.956621834076941,Midfielder,3,7.16,5.5373790754307946
2006,115472,Yannick Carrasco," M(CLR),FW",27,8,2270,10,4,2.4,0.3,84.0,Atletico Madrid,2016,2017,la liga,0.9,31.5,5,0,19,78,7.76283698529005,3.405596550554037,Midfielder Forward,4,7.01,5.081927200040079
2007,19453,Kevin Gameiro, FW,21,10,1716,12,5,1.6,0.7,49.6,Atletico Madrid,2016,2017,la liga,0.3,9.299999999999999,0,0,19,78,11.325682058930395,4.332531962543726,Forward,1,6.82,4.913374804945721
2008,127604,Ángel Correa," AM(CLR),FW",10,21,1218,4,8,1.2,0.1,37.199999999999996,Atletico Madrid,2016,2017,la liga,0.7,21.7,6,0,19,78,5.1565445475280285,3.79107078909874,Midfielder Forward,4,6.77,4.213351021421341
2009,26059,Diego Godín, D(C),30,1,2706,3,1,1.0,0.3,31.0,Atletico Madrid,2016,2017,la liga,1.0,31.0,10,1,19,78,2.860012294724584,0.8685937849804759,Defender,1,7.23,4.195524719172898
2010,76662,Jan Oblak, GK,30,0,2650,0,0,0.0,0.0,0.0,Atletico Madrid,2016,2017,la liga,0.0,0.0,1,0,19,78,0.0,0.0,Goalkeeper,1,6.67,3.9753878406708596
2011,10332,Juanfran, D(R),21,2,1979,0,2,0.1,0.2,2.3000000000000003,Atletico Madrid,2016,2017,la liga,1.0,23.0,2,0,19,78,0.0450771376490592,2.1289632013067603,Defender,1,6.9,3.940441368584033
2012,238940,Thomas Partey," D(R),M(CR)",6,10,631,1,2,0.5,0.0,8.0,Atletico Madrid,2016,2017,la liga,1.3,20.8,5,0,19,78,1.9415426878258584,1.275439916178584,Defender Midfielder,3,6.71,3.762154799845481
2013,112161,Saúl Ñíguez," D(CL),M(CLR)",29,4,2544,4,3,1.4,0.1,46.199999999999996,Atletico Madrid,2016,2017,la liga,2.2,72.60000000000001,8,0,19,78,2.97721085511148,2.89018776640296,Defender Midfielder,5,7.31,3.716298597596385
2014,4056,Fernando Torres, FW,13,18,1419,8,5,1.5,0.6,46.5,Atletico Madrid,2016,2017,la liga,1.0,31.0,3,0,19,78,8.836132112890482,3.3759521320462227,Forward,1,6.66,3.4881571847992947
2015,139186,Lucas Hernández, D(CL),13,2,1253,0,0,0.1,0.0,1.5,Atletico Madrid,2016,2017,la liga,0.9,13.5,2,0,19,78,0.0479362867772579,0.0,Defender,2,7.04,3.416173627737874
2016,25956,Augusto Fernández, M(CR),2,1,143,0,0,0.0,0.0,0.0,Atletico Madrid,2016,2017,la liga,0.3,0.8999999999999999,0,0,19,78,0.0,0.0,Midfielder,2,6.87,2.7909156954156953
2017,8128,Tiago, M(C),5,7,449,1,0,0.4,0.0,4.800000000000001,Atletico Madrid,2016,2017,la liga,1.1,13.200000000000001,2,0,19,78,0.6648658514022827,0.0341712273657321,Midfielder,1,6.48,2.7101242032608157
2018,77059,Sime Vrsaljko," D(LR),M(R)",11,3,924,0,0,0.2,0.3,2.8000000000000003,Atletico Madrid,2016,2017,la liga,1.6,22.400000000000002,2,0,19,78,0.1573211401700973,0.5090428851544857,Defender Midfielder,3,6.95,2.2888369408369407
2019,10053,Gabi, M(C),33,1,2897,0,0,0.7,0.0,23.799999999999997,Atletico Madrid,2016,2017,la liga,2.0,68.0,9,0,19,78,1.229175686836243,1.6638165470212698,Midfielder,1,7.14,0.8501604093484136
2020,139186,Lucas Hernández, D(CL),24,3,2117,0,1,0.3,0.1,8.1,Atletico Madrid,2017,2018,la liga,1.1,29.700000000000003,6,1,21,79,0.3285054387524724,0.248121665790677,Defender,2,7.24,5.767128936383367
2021,115472,Yannick Carrasco," M(CLR),FW",8,9,900,3,4,1.5,0.1,25.5,Atletico Madrid,2017,2018,la liga,0.8,13.600000000000001,3,0,21,79,2.4963008668273687,2.722844799980521,Midfielder Forward,4,6.91,5.474697217196303
2022,80764,Koke, M(CLR),33,2,2764,4,4,0.8,0.0,28.0,Atletico Madrid,2017,2018,la liga,0.7,24.5,3,0,21,79,2.606789822690189,6.05046945810318,Midfielder,3,7.08,5.197707220557995
2023,80241,Antoine Griezmann," AM(CLR),FW",30,2,2530,19,9,2.3,0.8,73.6,Atletico Madrid,2017,2018,la liga,0.8,25.6,7,1,21,79,14.592848546802998,5.752700959332287,Midfielder Forward,4,7.38,4.965323488259841
2024,19453,Kevin Gameiro, FW,11,14,1119,7,2,0.8,0.5,20.0,Atletico Madrid,2017,2018,la liga,0.4,10.0,0,0,21,79,5.253567669540644,1.4968363232910633,Forward,1,6.51,4.798773003571043
2025,238940,Thomas Partey," D(R),M(CR)",28,5,2383,3,0,0.7,0.0,23.099999999999998,Atletico Madrid,2017,2018,la liga,1.2,39.6,6,0,21,79,1.6632764069363477,0.5010588150471449,Defender Midfielder,3,7.15,4.577498805182667
2026,76662,Jan Oblak, GK,37,0,3330,0,0,0.0,0.0,0.0,Atletico Madrid,2017,2018,la liga,0.1,3.7,1,0,21,79,0.0,0.0551548972725868,Goalkeeper,1,6.98,4.248534534534534
2027,125616,Axel Werner, GK,1,0,90,0,0,0.0,0.0,0.0,Atletico Madrid,2017,2018,la liga,0.0,0.0,0,0,21,79,0.0,0.0,Goalkeeper,1,7.06,4.011111111111111
2028,127604,Ángel Correa," AM(CLR),FW",27,10,2265,8,4,1.3,0.2,48.1,Atletico Madrid,2017,2018,la liga,1.3,48.1,3,1,21,79,6.359491549432278,3.075539894402027,Midfielder Forward,4,6.85,3.908285359843668
2029,77059,Sime Vrsaljko," D(LR),M(R)",19,2,1697,0,4,0.2,0.1,4.2,Atletico Madrid,2017,2018,la liga,1.4,29.4,7,0,21,79,0.1645724605768919,2.877113483846188,Defender Midfielder,3,7.09,3.7587577028624612
2030,356736,Arona Sané, Midfielder,0,1,64,0,0,1.0,0.0,1.0,Atletico Madrid,2017,2018,la liga,1.0,1.0,0,0,21,79,0.0187520571053028,0.0,Midfielder,1,6.07,3.4213541666666667
2031,355152,Carlos Isaac, Defender,1,0,64,0,0,1.0,0.0,1.0,Atletico Madrid,2017,2018,la liga,2.0,2.0,1,0,21,79,0.0245788227766752,0.0,Defender,1,6.81,3.337152777777778
2032,112161,Saúl Ñíguez," D(CL),M(CLR)",35,1,3157,2,3,1.5,0.1,54.0,Atletico Madrid,2017,2018,la liga,1.9,68.39999999999999,9,0,21,79,2.563045381568372,3.22419723123312,Defender Midfielder,5,7.4,3.317998867172482
2033,77564,Stefan Savic, D(C),26,1,2299,0,0,0.1,0.0,2.7,Atletico Madrid,2017,2018,la liga,0.9,24.3,6,0,21,79,0.2059075068682432,0.1658480111509561,Defender,1,6.91,2.756389337285669
2034,4056,Fernando Torres, FW,7,20,966,5,0,1.1,0.4,29.700000000000003,Atletico Madrid,2017,2018,la liga,0.6,16.2,2,0,21,79,5.059410868212581,0.3852906376123428,Forward,1,6.46,2.6402122949342632
2035,24248,Diego Costa, FW,13,2,1048,3,3,1.7,1.3,25.5,Atletico Madrid,2017,2018,la liga,1.5,22.5,6,1,21,79,3.701810747385025,2.2465503364801407,Forward,1,6.84,2.3884200768077797
2036,70735,Nicolás Gaitán," M(CLR),FW",1,5,217,0,0,1.0,0.2,6.0,Atletico Madrid,2017,2018,la liga,0.2,1.2000000000000002,0,0,21,79,0.5849003214389086,0.4399865493178367,Midfielder Forward,4,6.49,2.2233681515617
2037,10332,Juanfran, D(R),15,2,1308,0,1,0.2,0.3,3.4000000000000004,Atletico Madrid,2017,2018,la liga,1.9,32.3,3,0,21,79,0.0681368578225374,1.766561446711421,Defender,1,6.75,2.142840533364279
2038,25956,Augusto Fernández, M(CR),1,4,105,0,0,0.2,0.0,1.0,Atletico Madrid,2017,2018,la liga,0.2,1.0,1,0,21,79,0.020377229899168,0.0139044988900423,Midfielder,2,6.29,2.087142857142857
2039,26059,Diego Godín, D(C),28,2,2554,0,0,0.4,0.2,12.0,Atletico Madrid,2017,2018,la liga,1.5,45.0,6,0,21,79,1.1890348922461271,0.3744332892820239,Defender,1,7.07,1.8054102497172195
2040,10053,Gabi, M(C),25,9,2347,0,1,0.3,0.0,10.2,Atletico Madrid,2017,2018,la liga,1.5,51.0,8,0,21,79,0.2962304344400763,1.1397137138992548,Midfielder,1,6.81,1.4476518983772801
2041,366204,Joaquín Muñoz, Forward,0,1,1,0,0,0.0,0.0,0.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,0,0,20,76,0.0,0.0,Forward,1,6.0,79.03333333333333
2042,238940,Thomas Partey," D(R),M(CR)",22,10,2067,3,4,1.1,0.0,35.2,Atletico Madrid,2018,2019,la liga,1.0,32.0,7,1,20,76,1.6186930015683174,1.0440308079123497,Defender Midfielder,3,6.93,7.119706644170179
2043,80241,Antoine Griezmann," AM(CLR),FW",37,0,3204,15,9,3.1,0.3,114.7,Atletico Madrid,2018,2019,la liga,0.5,18.5,5,0,20,76,14.60985544603318,8.838093780912459,Midfielder Forward,4,7.29,6.687332837274512
2044,363495,Borja Garcés, Forward,0,1,19,1,0,3.0,0.0,3.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,0,0,20,76,0.5668478608131409,0.0,Forward,1,6.98,6.54301802366571
2045,88112,Santiago Arias, D(R),20,5,1771,1,1,0.4,0.1,10.0,Atletico Madrid,2018,2019,la liga,0.8,20.0,4,0,20,76,0.4834986366331577,1.3670392781496048,Defender,1,6.91,5.974374982340917
2046,26059,Diego Godín, D(C),28,2,2508,3,1,0.5,0.0,15.0,Atletico Madrid,2018,2019,la liga,1.1,33.0,7,0,20,76,3.2220259942114358,0.5228416891768575,Defender,1,6.98,5.860478381090024
2047,139186,Lucas Hernández, D(CL),13,1,1119,1,0,0.4,0.0,5.6000000000000005,Atletico Madrid,2018,2019,la liga,0.9,12.6,5,0,20,76,0.7135077323764563,1.0286862663924694,Defender,2,7.02,5.019327349764145
2048,372469,Sergio Camello, FW,0,1,45,1,0,3.0,0.0,3.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,0,0,20,76,0.66299968957901,0.0750841796398162,Forward,1,7.09,4.891654332934561
2049,80764,Koke, M(CLR),29,1,2588,3,4,0.7,0.1,21.0,Atletico Madrid,2018,2019,la liga,1.1,33.0,8,1,20,76,1.4969831500202415,5.000096630305052,Midfielder,3,7.09,4.762846839670459
2050,77564,Stefan Savic, D(C),17,1,1401,0,2,0.4,0.0,7.2,Atletico Madrid,2018,2019,la liga,0.8,14.4,3,1,20,76,0.5076794847846031,0.7630914859473705,Defender,1,6.63,4.394479940739085
2051,76662,Jan Oblak, GK,37,0,3330,0,0,0.0,0.0,0.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,0,0,20,76,0.0,0.0,Goalkeeper,1,6.9,4.356156156156156
2052,132962,Thomas Lemar, AM(CLR),22,9,1829,3,3,0.8,0.2,24.8,Atletico Madrid,2018,2019,la liga,0.7,21.7,4,0,20,76,3.347603573463857,3.103102510794997,Midfielder,3,6.87,4.323187404614233
2053,91213,Álvaro Morata," AM(L),FW",13,2,1089,6,1,2.0,0.9,30.0,Atletico Madrid,2018,2019,la liga,1.9,28.5,5,0,20,76,7.418768474832177,0.617183530703187,Midfielder Forward,2,7.1,4.140020906395465
2054,355152,Carlos Isaac, Defender,1,0,90,0,0,1.0,0.0,1.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,0,0,20,76,0.1195292174816131,0.0541198402643203,Defender,1,7.35,3.977777777777778
2055,112161,Saúl Ñíguez," D(CL),M(CLR)",32,1,2925,4,1,1.6,0.2,52.800000000000004,Atletico Madrid,2018,2019,la liga,1.7,56.1,10,0,20,76,5.614009996876121,1.6522030681371689,Defender Midfielder,5,7.17,3.7040322739761136
2056,363494,Andrés Solano, Defender,1,0,46,0,0,0.0,0.0,0.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,0,0,20,76,0.0,0.0,Defender,1,6.67,3.4144927536231884
2057,303139,Rodri, DMC,32,2,2743,3,1,0.8,0.0,27.200000000000003,Atletico Madrid,2018,2019,la liga,1.7,57.8,5,0,20,76,2.8055384308099747,1.4767019730061293,Defensive Midfielder,1,7.24,3.325371041325365
2058,25091,Nikola Kalinic, FW,7,10,641,2,0,0.5,0.2,8.5,Atletico Madrid,2018,2019,la liga,0.8,13.600000000000001,3,0,20,76,1.8507882431149485,0.2144926972687244,Forward,1,6.3,2.9986309562270574
2059,24248,Diego Costa, FW,14,2,1117,2,2,1.0,0.7,16.0,Atletico Madrid,2018,2019,la liga,1.4,22.4,4,1,20,76,2.207321086898446,1.1071469187736511,Forward,1,6.46,2.955907760373722
2060,10332,Juanfran, D(R),18,4,1609,0,2,0.0,0.1,0.0,Atletico Madrid,2018,2019,la liga,0.8,17.6,7,0,20,76,0.0,3.6867971811443567,Defender,1,6.69,2.7346507602807693
2061,23285,Antonio Adán, GK,2,0,91,0,0,0.0,0.0,0.0,Atletico Madrid,2018,2019,la liga,0.0,0.0,1,0,20,76,0.0,0.0,Goalkeeper,1,6.47,2.5053113553113553
2062,91430,Vitolo," M(CLR),FW",5,15,745,0,1,0.4,0.1,8.0,Atletico Madrid,2018,2019,la liga,0.3,6.0,1,0,20,76,0.7437524497509003,0.9086099043488504,Midfielder Forward,4,6.55,2.3680128998958008
2063,127604,Ángel Correa," AM(CLR),FW",20,16,1922,3,2,0.9,0.3,32.4,Atletico Madrid,2018,2019,la liga,1.1,39.6,7,1,20,76,2.3123123794794083,5.113178012892604,Midfielder Forward,4,6.68,2.008067856493953
2064,296576,Gelson Martins, M(LR),1,7,224,0,0,0.6,0.1,4.8,Atletico Madrid,2018,2019,la liga,0.4,3.2,0,0,20,76,0.3657926134765148,0.0539368130266666,Midfielder,2,6.35,1.9453333333333334
2065,363493,Francisco Montero, D(C),4,5,401,0,0,0.0,0.2,0.0,Atletico Madrid,2018,2019,la liga,0.7,6.3,2,0,20,76,0.0,0.0,Defender,1,6.19,1.70705218435393
2066,391051,Óscar Clemente, Midfielder,0,1,3,0,0,0.0,0.0,0.0,Atletico Madrid,2019,2020,la liga,0.0,0.0,0,0,14,70,0.0,0.0,Midfielder,1,5.87,24.933333333333334
2067,296563,Ivan Saponjic, FW,0,2,4,0,0,0.5,0.5,1.0,Atletico Madrid,2019,2020,la liga,0.5,1.0,0,0,14,70,0.3238925635814667,0.0,Forward,1,5.99,19.06111111111111
2068,331699,Darío Poveda, Forward,0,1,7,0,0,1.0,0.0,1.0,Atletico Madrid,2019,2020,la liga,0.0,0.0,0,0,14,70,0.0696886107325553,0.1247982159256935,Forward,1,6.38,10.661904761904761
2069,254582,Marcos Llorente," D(R),M(CR),FW",16,13,1368,3,3,0.5,0.1,14.5,Atletico Madrid,2019,2020,la liga,0.8,23.200000000000003,4,0,14,70,1.719547400251031,2.328558746725321,Defender Midfielder Forward,4,6.59,6.793857371910066
2070,382631,Rodrigo Riquelme, AM(C),0,1,12,0,0,1.0,0.0,1.0,Atletico Madrid,2019,2020,la liga,0.0,0.0,0,0,14,70,0.0211386755108833,0.0,Midfielder,1,6.02,6.608333333333333
2071,80764,Koke, M(CLR),30,2,2699,4,5,0.7,0.0,22.4,Atletico Madrid,2019,2020,la liga,0.7,22.4,5,0,14,70,2.637333853170276,5.550812588073313,Midfielder,3,7.02,5.284731700004433
2072,76662,Jan Oblak, GK,38,0,3396,0,0,0.0,0.0,0.0,Atletico Madrid,2019,2020,la liga,0.0,0.0,0,0,14,70,0.0,0.0,Goalkeeper,1,6.6,4.366933234145434
2073,83078,Kieran Trippier," D(LR),M(R)",23,2,1981,0,4,0.1,0.1,2.5,Atletico Madrid,2019,2020,la liga,0.8,20.0,2,0,14,70,0.1651615872979164,4.839078463613987,Defender Midfielder,3,6.99,4.328972391506516
2074,127604,Ángel Correa," AM(CLR),FW",22,11,2065,5,6,1.3,0.3,42.9,Atletico Madrid,2019,2020,la liga,0.8,26.400000000000002,5,0,14,70,7.239423640072346,4.680081725120544,Midfielder Forward,4,6.67,4.242133843028913
2075,77059,Sime Vrsaljko," D(LR),M(R)",4,1,363,0,1,0.0,0.0,0.0,Atletico Madrid,2019,2020,la liga,1.4,7.0,3,0,14,70,0.0,0.7445665299892426,Defender Midfielder,3,6.84,4.189913647133031
2076,362431,João Félix," AM(CL),FW",21,6,1748,6,1,2.4,0.2,64.8,Atletico Madrid,2019,2020,la liga,1.2,32.4,6,0,14,70,7.972747581079602,2.608326131477952,Midfielder Forward,3,6.64,4.143981339651001
2077,23285,Antonio Adán, GK,0,1,24,0,0,0.0,0.0,0.0,Atletico Madrid,2019,2020,la liga,0.0,0.0,0,0,14,70,0.0,0.0,Goalkeeper,1,6.11,4.091666666666667
2078,115472,Yannick Carrasco," M(CLR),FW",6,9,628,1,2,1.1,0.1,16.5,Atletico Madrid,2019,2020,la liga,0.5,7.5,2,0,14,70,1.3936801105737686,1.05489887483418,Midfielder Forward,4,6.57,3.9130183191900785
2079,372469,Sergio Camello, FW,0,2,23,0,0,0.0,0.0,0.0,Atletico Madrid,2019,2020,la liga,0.0,0.0,0,0,14,70,0.0,0.0,Forward,1,5.98,3.68768115942029
2080,112161,Saúl Ñíguez," D(CL),M(CLR)",35,0,3076,6,0,1.3,0.2,45.5,Atletico Madrid,2019,2020,la liga,1.8,63.0,10,0,14,70,5.039977325126529,1.0740378117188811,Defender Midfielder,5,7.22,3.6872374779735972
2081,91430,Vitolo," M(CLR),FW",11,17,1222,3,2,0.6,0.3,16.8,Atletico Madrid,2019,2020,la liga,0.9,25.2,3,0,14,70,2.9074342232197523,2.59550816193223,Midfielder Forward,4,6.58,3.5306117972320563
2082,326646,Renan Lodi," D(L),M(L)",28,4,2399,1,2,0.6,0.3,19.2,Atletico Madrid,2019,2020,la liga,1.3,41.6,4,1,14,70,1.574412290006876,1.9537942055612805,Defender Midfielder,2,6.76,3.4154937385356376
2083,88112,Santiago Arias, D(R),11,3,1076,0,1,0.4,0.1,5.6000000000000005,Atletico Madrid,2019,2020,la liga,0.6,8.4,1,0,14,70,0.5251084510236979,1.9974199896678329,Defender,1,7.0,3.399373398114874
2084,24248,Diego Costa, FW,14,9,1351,5,4,1.5,0.8,34.5,Atletico Madrid,2019,2020,la liga,0.9,20.7,5,0,14,70,6.850637339055538,3.480903608724475,Forward,1,6.65,3.396165939788976
2085,238940,Thomas Partey," D(R),M(CR)",29,6,2553,3,0,0.9,0.0,31.5,Atletico Madrid,2019,2020,la liga,1.4,49.0,13,0,14,70,1.9617764707654717,1.0441676350310445,Defender Midfielder,3,7.08,3.0672233389611487
2086,77564,Stefan Savic, D(C),22,0,1980,0,0,0.1,0.0,2.2,Atletico Madrid,2019,2020,la liga,0.7,15.399999999999999,6,0,14,70,0.1109196059405803,0.0467468593269586,Defender,1,6.76,3.0261010101010104
2087,102173,Felipe, D(C),23,2,2099,1,0,0.8,0.0,20.0,Atletico Madrid,2019,2020,la liga,1.2,30.0,7,0,14,70,1.804177125915885,0.1148692704737186,Defender,1,6.97,2.92395391578964
2088,103476,Héctor Herrera, M(C),12,9,1120,0,2,0.7,0.1,14.7,Atletico Madrid,2019,2020,la liga,0.9,18.900000000000002,1,0,14,70,0.6312573291361332,2.3951810877770185,Midfielder,1,6.75,2.2203822793058006
2089,132962,Thomas Lemar, AM(CLR),10,12,923,0,0,0.5,0.0,11.0,Atletico Madrid,2019,2020,la liga,0.3,6.6,2,0,14,70,0.5245464472100139,0.2963011432439089,Midfielder,3,6.36,2.179749926130208
2090,91213,Álvaro Morata," AM(L),FW",25,9,2105,12,2,2.0,1.1,68.0,Atletico Madrid,2019,2020,la liga,1.6,54.400000000000006,4,1,14,70,14.9758129324764,4.497370230033994,Midfielder Forward,2,6.88,2.114577648409703
2091,344156,Mario Hermoso, D(CL),15,2,1220,0,0,0.2,0.1,3.4000000000000004,Atletico Madrid,2019,2020,la liga,1.1,18.700000000000003,3,1,14,70,0.390558460727334,0.0983953308314085,Defender,2,6.61,1.8145539483552988
2092,248109,Lucas Torreira, DMC,3,16,507,1,0,0.2,0.1,3.8000000000000003,Atletico Madrid,2020,2021,la liga,0.5,9.5,2,0,17,86,0.1049209791235625,0.644200349226594,Defensive Midfielder,1,6.3,12.123340215420685
